주차장명,주소,주차구획수,위도,경도
호림1공영주차장,대구광역시 달서구 호림동 13-6,215,35.8371079,128.4894732
호림2공영주차장,대구광역시 달서구 호림동 11-12,342,35.838619,128.489603
호산공영주차장,대구광역시 달서구 호산동 715-8,110,35.8433585,128.4897994
진천환승주차장,대구광역시 달서구 진천동 491-7,184,35.8111956,128.5239701
용산환승주차장,대구광역시 달서구 장기동 811-6,203,35.8481177,128.5290805
장기공영주차장,대구광역시 달서구 장기동 821-12,24,35.8430873,128.5296809
상인1공영주차장,대구광역시 달서구 상인동 1552-6,87,35.812764,128.5462468
COSTCO서편주차장,대구광역시 북구 산격동 1740,106,35.905999,128.6171313
경마장주변 주차장,경기도 과천시 과천동 154-19,1132,37.451772,127.013782
경마장주변 주차장,경기도 과천시 과천동 154-19,1132,37.451772,127.013782
송도컨벤시아 주차장,인천광역시 연수구 송도동6-1,1157,37.3881259,126.6460025
부사동제1노외,대전광역시 중구 부사동 423-6,5,36.3088959,127.4304896
부사동제2노외,대전광역시 중구 부사동 366-3,23,36.3094942,127.4350285
부사동제3노외,대전광역시 중구 부사동 429-6,8,36.3107801,127.4306206
소룡동,전라북도 군산시 소룡동 1392-20,45,35.978734,126.6818425
수송동 1,전라북도 군산시 수송2길,65,35.9605358,126.716971
수송동 2,전라북도 군산시 수송동 30-1,64,35.97008966,126.714206
별양동 우체국앞 주차장,경기도 과천시 별양로 54,15,37.423821,126.993544
별양동 상업지역 주차장,경기도 과천시 별양상가 1로,261,37.428059,126.992345
중앙동 상업지역 주차장,경기도 과천시 관문로 90,100,37.42973045,126.9908483
장군마을 주차장,경기도 과천시 장군마을길 61,178,37.461853,127.0321644
유료주차장,경상북도 포항시 남구 중섬로 66,25,36.012179,129.351397
관악산길 주차장,경기도 과천시 관악산길 194,139,37.43240435,126.987411
중앙시네마유료주차장,대구광역시 중구 남일동 131-2,60,35.8690788,128.5924836
중앙유료주차장,대구광역시 중구 포정동 35,42,35.87143012,128.5918199
태능유료주차장,대구광역시 중구 수창동 91-2,12,35.87447027,128.586668
한성유료주차장,대구광역시 중구 종로1가 79,30,35.8702589,128.5907129
한일유료주차장,대구광역시 중구 대신동 7-5,17,35.87306315,128.581166
한일유료주차장,대구광역시 중구 봉산동 168-96,18,35.86094443,128.599656
해주유료주차장,대구광역시 중구 문화동 11-2,60,35.871011,128.597286
동성로유료주차장,대구광역시 중구 문화동 12-19,26,35.8713422,128.5969493
종로유료주차장,대구광역시 중구 종로2가 3,20,35.869525,128.591967
향촌유료주차장,대구광역시 중구 향촌동 51-7,30,35.8733487,128.5937441
중구주차장,대구광역시 중구 동인동2가 140-1,20,35.86962227,128.6055078
동산유료주차장,대구광역시 중구 동산동 180-20,25,35.86920192,128.5857326
동영유료주차장,대구광역시 중구 동일동 6-1,30,35.86989764,128.5932984
별양동 주차빌딩,경기도 과천시 별양상가 1로,81,37.428272,126.994044
시청부설주차장,경기도 과천시 통영로 5,167,37.42819137,126.9891538
시민회관부설주차장,경기도 과천시 통영로 5,322,37.42819137,126.9891538
왜관2주공아파트 앞 노상,경상북도 칠곡군 왜관읍 왜관리 777-34,10,35.98250403,128.397417
인평체육공원,경상북도 칠곡군 북삼읍 인평리 47,126,36.07266962,128.3408991
화진금봉아파트 옆 건너 산쪽,경상북도 칠곡군 북삼읍 인평리 711-2,26,36.0630798,128.3335333
북삼읍 노상,경상북도 칠곡군 북삼읍 인평리 1117,35,36.0689404,128.3454922
광암교 옆 공영주차장,경상북도 칠곡군 석적읍 중리 635-4,30,36.0785428,128.4021254
섬내공원 주차장,경상북도 칠곡군 석적읍 중리 884-122,17,36.0760581,128.4066315
예향유료주차장,경상북도 포항시 남구 해도동15-5,5,36.0288865,129.3699335
무지개주차장,경상북도 포항시 남구 중앙로 146번길 7-1,7,36.02628,129.368581
아이린주차장,경상북도 포항시 남구 해도동 53-20,30,36.0205816,129.368758
유료주차장,경상북도 포항시 남구 해도동 82-13,16,36.0189156,129.3702268
유료주차장,경상북도 포항시 남구 송도로 32-4,15,36.033174,129.374417
주차빌딩,경상북도 포항시 남구 대잠동 460-1,83,36.024962,129.340351
유료주차장,경상북도 포항시 남구 대이로 25번길 15,28,36.016935,129.34166
유료주차장,경상북도 포항시 남구 대잠동 1005-2,24,36.0182678,129.3422378
삼육유료주차장,경상북도 포항시 남구 오천읍 문덕리 347-2,10,35.9586988,129.4034389
연일전통시장주차장,경상북도 포항시 남구 연일읍 동문리 342-6,30,35.9961262,129.3493153
파라다이스주차장,경상북도 포항시 남구 중흥로 70번길 7-7,40,36.01201,129.350342
학산유료주차장,경상북도 포항시 북구 삼호로 107,12,36.049768,129.3711
주안2동제6노외주차장,인천광역시 미추홀구 주안동 599-7,20,37.45557175,126.6710276
주안2동제7노외주차장,인천광역시 미추홀구 주안동 557-21,26,37.45459131,126.6748836
주안2동제8노외주차장,인천광역시 미추홀구 주안동 704-1,37,37.45356306,126.6718772
주안2동제9노외주차장,인천광역시 미추홀구 주안동 507-35,30,37.45795096,126.6764469
주안3동제1노외주차장,인천광역시 미추홀구 주안동 861-2,54,37.44591161,126.673146
주안3동제2노외주차장,인천광역시 미추홀구 주안동 866-185,12,37.44415139,126.672694
주안3동제3노외주차장,인천광역시 미추홀구 주안동 824,16,37.44627117,126.6702501
주안3동제7노외주차장,인천광역시 미추홀구 주안동 849-10,15,37.44741177,126.673452
주안3동제8노외주차장,인천광역시 미추홀구 주안동 731-3,23,37.4501275,126.6715487
주안4동제1노외주차장,인천광역시 미추홀구 주안동 417-19,12,37.45377444,126.6833049
주안4동제4노외주차장,인천광역시 미추홀구 주안동 1511-25,11,37.4531117,126.685359
쌍문4동제1공영주차장,서울특별시 도봉구 쌍문동 137-139,12,37.65208,127.03084
쌍문1동제1공영주차장,서울특별시 도봉구 쌍문동 460-103,29,37.6533,127.02226
쌍문2동제1공영주차장,서울특별시 도봉구 쌍문동 85-37,14,37.65128,127.03355
쌍문1동제2공영주차장,서울특별시 도봉구 쌍문동 378-35,11,37.64858,127.02577
쌍문2동제2공영주차장,서울특별시 도봉구 쌍문동 81-102,18,37.65319,127.03353
도봉2동법조2타운공영주차장,서울특별시 도봉구 도봉동 624-105,64,37.67425,127.04625
대광유료주차장,대구광역시 중구 동인동2가 244-1,17,35.86747437,128.6058807
대원유료주차장,대구광역시 중구 동성로3가 91-9,73,35.86696545,128.5945337
해물다라이주차장,대구광역시 중구 남산동 2107-31,8,35.85718972,128.5919956
대일유료주차장,대구광역시 중구 동인동2가 12-1,50,35.8706326,128.6008383
덕영유료주차장,대구광역시 중구 대신동 1250,32,35.86438876,128.574195
동아유료주차장,대구광역시 중구 동문동 1-6,20,35.872123,128.5982962
태광유료주차장,대구광역시 중구 삼덕동2가 144-2,14,35.866856,128.600173
역전유료주차장,대구광역시 중구 태평로2가 11-5,22,35.87484043,128.5927429
태평유료주차장,대구광역시 중구 태평로3가 219-5,10,35.87574285,128.5903266
봉산유료주차장,대구광역시 중구 봉산동 282,25,35.860938,128.600439
평화유료주차장,대구광역시 중구 동일동 27,20,35.869585,128.5928461
미로유료주차장,대구광역시 중구 대안동 23-1,18,35.873318,128.592001
대성유료주차장,대구광역시 중구 삼덕동1가 38-14,75,35.8652083,128.5979348
삼용유료주차장,대구광역시 중구 삼덕동3가 359-1,35,35.86300577,128.6053965
신동영유료주차장,대구광역시 중구 북성로1가 80-2,30,35.8746069,128.593922
신유료주차장,대구광역시 중구 장관동 2-2,7,35.8689256,128.590775
약령시유료주차장,대구광역시 중구 계산동2가 141,300,35.86732928,128.5895546
약령시회관유료주차장,대구광역시 중구 수동 85,38,35.86866913,128.5895664
오경유료주차장,대구광역시 중구 대신동 1080,22,35.8664729,128.576874
오토헨즈유료주차장,대구광역시 중구 시장북로 1-14,30,35.872833,128.582535
종로유료주차장,대구광역시 중구 전동 38,35,35.870478,128.593118
문재로 개구리주차장,울산광역시 동구 문재로 1 ~ 19,16,35.489177,129.4169114
방어동(1009-6),울산광역시 동구 방어동 1009-6 외 1,50,35.482148,129.408353
방어동(1082-2),울산광역시 동구 방어동 1082-2,18,35.486313,129.419401
방어동(144-88),울산광역시 동구 방어동 144-88,10,35.488697,129.425186
방어동(167-4),울산광역시 동구 방어동 167-4,10,35.485311,129.430592
방어동(20-41),울산광역시 동구 방어동 20-41,60,35.484068,129.431106
사우3구역 노상주차장,경기도 김포시 사우동 935-1,61,37.61939146,126.7182293
사우6구역 노상주차장,경기도 김포시 사우동 871(사우택지 보건소방향대로 학원가),38,37.619153,126.729982
장기동 일방통행로 노상,경기도 김포시 장기동 1796,56,37.644063,126.667719
장기동 먹자골목 노상,경기도 김포시 장기동 1783,111,37.643229,126.673278
장기지구 노상,경기도 김포시 장기동 1864,52,37.644906,126.669597
김포고촌물류단지 남측 노상,경기도 김포시 고촌읍 신곡리 626-6,193,37.59307776,126.7818732
월명동 4,전라북도 군산시 선양동 224-1,31,35.98149962,126.713518
월명동 5,전라북도 군산시 명산동 17-11,52,35.982552,126.7105463
월명동 6,전라북도 군산시 선양동 925-5,20,35.980735,126.711779
월명동 7,전라북도 군산시 선양동 904-28,10,35.979623,126.7122955
월명동 8,전라북도 군산시 선양동 904-8,16,35.980467,126.711129
월명동 9,전라북도 군산시 송창동 3-86,20,35.982169,126.711001
월명동 10,전라북도 군산시 장미동 42-2,83,35.990273,126.711158
월명동 11,전라북도 군산시 월명동 23-1,15,35.98483359,126.7066347
월명동 12,전라북도 군산시 장미동 1-4,337,35.989019,126.717788
유료주차장,경상북도 포항시 북구 죽도동 557-117,22,36.03418,129.370397
까치주차장,경상북도 포항시 북구 죽도동 12-105,93,36.03411,129.368656
승리주차장,경상북도 포항시 북구 죽도동 575-2,26,36.034977,129.369919
시장유료주차장,경상북도 포항시 북구 죽도동 577-1,40,36.034759,129.369311
우방주차장,경상북도 포항시 북구 죽도동 577-4,7,36.034618,129.3691784
동진주차장,경상북도 포항시 북구 죽도동 51-6,28,36.0311853,129.364348
대도까치주차장,경상북도 포항시 남구 대도동 91-6,22,36.019179,129.361582
정인유료주차장,경상북도 포항시 남구 상도동18-265,12,36.018063,129.358877
크라운유료주차장,경상북도 포항시 남구 상도동18-255,20,36.018368,129.358451
유료주차장,경상북도 포항시 남구 상도동 18-248,11,36.0184873,129.3579611
태양유료주차장,경상북도 포항시 남구 상도동 18-36,15,36.017723,129.3586025
일선주차장,경상북도 포항시 남구 대도동 127-13,28,36.0163989,129.3617191
상도유료주차장,경상북도 포항시 남구 상도동 595-11,13,36.0149965,129.3550503
행복유료주차장,경상북도 포항시 남구 중흥로 116,40,36.015056,129.352369
신터미널유료주차장,경상북도 포항시 남구 중흥로 93,60,36.014069,129.350042
터미널유료주차장,경상북도 포항시 남구 중흥로 85,13,36.013434,129.349478
용현3동제3노외주차장,인천광역시 미추홀구 용현동 143-2,25,37.45512402,126.6567934
용현3동제7노외주차장,인천광역시 미추홀구 용현동 492-98,42,37.458631,126.652906
용현5동 토지금고시장노외주차장,인천광역시 미추홀구 용현동 617-100,21,37.45103273,126.638465
학익1동제1노외주차장,인천광역시 미추홀구 학익동 252-16,43,37.44143914,126.666753
학익1동제2노외주차장,인천광역시 미추홀구 학익동 720-6,33,37.44748072,126.652155
학익1동제3노외주차장,인천광역시 미추홀구 학익동 413-1,6,37.44517912,126.6575666
학익2동제1노외주차장,인천광역시 미추홀구 학익동 306-34,29,37.44777038,126.6638291
학익2동제3노외주차장,인천광역시 미추홀구 학익동 312-11,12,37.44467608,126.6643808
학익2동제4노외주차장,인천광역시 미추홀구 학익동 312-86,10,37.44518316,126.6639989
학익2동제5노외주차장,인천광역시 미추홀구 학익동 306-23,12,37.4464679,126.6645632
학익2동제6노외주차장,인천광역시 미추홀구 학익동 306-125,40,37.447141,126.663817
도화1동제1노외주차장,인천광역시 미추홀구 도화동 538,15,37.46184683,126.6686083
도화1동제2노외주차장,인천광역시 미추홀구 도화동 596-3,7,37.46388058,126.6677087
도화1동제4노외주차장,인천광역시 미추홀구 도화동 597-122,89,37.46409911,126.667242
"도화2,3동제4노외주차장",인천광역시 미추홀구 도화동 92-10,27,37.46695217,126.6616949
주안1동제1노외주차장,인천광역시 미추홀구 주안동 263-2,36,37.46444788,126.6773413
주안2동제1노외주차장,인천광역시 미추홀구 주안동 594-30,20,37.45470068,126.6727222
주안2동제4노외주차장,인천광역시 미추홀구 주안동 1423-10,11,37.45232165,126.673843
주안2동제5노외주차장,인천광역시 미추홀구 주안동 513-6,94,37.45294372,126.677341
서부시장 주차장(신설),강원도 영월군 영월읍 하송리 184-14,56,37.1813379,128.4656146
하동마트 건너편,강원도 영월군 중동면 녹전리 798,16,37.14350652,128.6792946
신길4동1동1마을공원공영주차장,서울특별시 영등포구 신길로40길 5 (신길동),130,37.50715227,126.911655
영등포여고공영주차장,서울특별시 영등포구 영등포로62길 13 (신길동),98,37.515377,126.9153554
당산근린공원공영주차장,서울특별시 영등포구 당산로27길 12 (당산동3가),190,37.5252165,126.895135
대림운동장공영주차장,서울특별시 영등포구 가마산로31길 16,192,37.49967021,126.8939948
영등포동제3공영주차장,서울특별시 영등포구 영중로 15 (영등포동4가),172,37.51723371,126.903716
신길1동공영주차장,서울특별시 영등포구 도신로62길 22,17,37.510415,126.918608
신길7동공영주차장,서울특별시 영등포구 여의대방로45길 18,17,37.508444,126.922235
문래근린공원공영주차장,서울특별시 영등포구 문래동3가 60-2,41,37.51512033,126.8936472
신길5동공영주차장,서울특별시 영등포구 신길5동 400-1,26,37.502098,126.904818
조일유료주차장,대구광역시 중구 완전동 2-1,20,35.8724773,128.5995144
공평유료주차장,대구광역시 중구 공평동 58-1,297,35.86921255,128.5983569
수창유료주차장,대구광역시 중구 수창동 84-2,10,35.87406526,128.5852648
승리유료주차장,대구광역시 중구 달성동 288-4,11,35.87427546,128.5802556
중앙상가유료주차장,대구광역시 중구 포정동 21-3,20,35.8723319,128.5931103
미래유료주차장,대구광역시 중구 동인동4가 490-5,10,35.86774094,128.6124845
더플러워유료주차장,대구광역시 중구 삼덕동2가 166,129,35.8643951,128.600146
뉴대봉유료주차장,대구광역시 중구 대봉동 41-21,17,35.85903497,128.6044795
무아유료주차장,대구광역시 중구 종로1가 71-1,30,35.869901,128.590957
덕성유료주차장,대구광역시 중구 동산동 623,41,35.8659894,128.582753
하갈마을 주차장,전라북도 익산시 삼기면 서두리 310-20,31,36.024502,126.9719926
원서두마을 주차장,전라북도 익산시 삼기면 서두리 592-1,25,36.017777,126.979141
만석마을 주차장,전라북도 익산시 만석동 348-11,8,35.975394,126.9188741
어양교회 임시공영주차장,전라북도 익산시 어양동 27,23,35.951211,126.9901003
교항마을 주차장,전라북도 익산시 성당면 성당리 141-1,15,36.12518516,126.9260449
두동마을 주차장,전라북도 익산시 성당면 두동리 421-2,15,36.103858,126.921743
모전마을 주차장,전라북도 익산시 성당면 와초리 286-4,27,36.07671552,126.932528
부곡마을 주차장,전라북도 익산시 성당면 부곡리 154-1,16,36.11227797,126.936101
갈산마을 주차장,전라북도 익산시 성당면 갈산리 산98-1,10,36.09639494,126.9312851
장암동 장암역(환승),경기도 의정부시 장암동 159,177,37.699765,127.053558
녹양동 녹양역(환승),경기도 의정부시 녹양동 413,135,37.760799,127.032264
백석천 지하1번,경기도 의정부시 의정부동 489,339,37.73758163,127.0363738
백석천 지하2번,경기도 의정부시 의정부동 488,248,37.7386919,127.035717
금오그린(동서측),경기도 의정부시 금오동 470-6,94,37.752735,127.068713
의정부역(환승),경기도 의정부시 의정부동 162-3,97,37.736669,127.047489
흥선역(라과디아),경기도 의정부시 의정부동 333-3,519,37.743276,127.039846
"의1동공영(구,승원여객)",경기도 의정부시 의정부동 216-42,75,37.74796303,127.048657
읍내리 제4공영주차장(청양어린이집 후면),충청남도 청양군 청양읍 읍내리 104-235,18,36.448681,126.805322
의1동제3공영(경원선고가 밑),경기도 의정부시 의정부동 238-4,193,37.744665,127.045239
의2동제1공영(구세진 뒤),경기도 의정부시 의정부동 545-2,45,37.73416487,127.0390988
수송초등학교,서울특별시 강북구 번동 456,185,37.63732397,127.032953
둔산로31번길,대전광역시 서구 둔산동1001,91,36.3548673,127.3778105
도시철도공사주변,대전광역시 서구 월평동160-20,107,36.3484347,127.3527834
대전일보 앞,대전광역시 서구 갈마동274-7,64,36.3534969,127.3640169
용두동제3노상,대전광역시 중구 용두동 141-11,31,36.33101961,127.4054666
용두동 제4노상,대전광역시 중구 용두동 160-1,19,36.33363551,127.4013659
용두동 제5노상,대전광역시 중구 용두동 160-1,8,36.33363551,127.4013659
국제도덕협회앞,광주광역시 북구 누문동 300 외 1필지,18,35.15603645,126.9051304
북구청 앞 용봉천복개지,광주광역시 북구 중흥동 2 외 3필지,75,35.17482016,126.913983
광주역경양천,광주광역시 북구 신안동 159,82,35.16585365,126.9055888
광주역관사앞,광주광역시 북구 중흥동 740-4 외 1필지,45,35.16433316,126.9106572
동운고가밑,광주광역시 북구 운암동 99,62,35.17539064,126.8810895
북부소방서 옆,"광주광역시 북구 오치동 1037-3,4",68,35.18652271,126.9130616
문흥2동주민센터 앞,광주광역시 북구 문흥동 1010-4,49,35.18454562,126.921702
우산중학교앞,광주광역시 북구 오치동 1021-6,56,35.18755779,126.913504
대전일보~월평타운구간,대전광역시 서구 월평동29-3,44,36.35318043,127.3608016
탄방동탄방역주변,대전광역시 서구 탄방동667,93,36.34462122,127.3855677
만년동서구보건소주변,대전광역시 서구 만년동340,116,36.36699284,127.3810828
법원.검찰청앞갤러리아옆,대전광역시 서구 둔산동1390,139,36.35435035,127.3877809
법원.검찰청연장노선,대전광역시 서구 둔산동 1390,75,36.35439055,127.3892768
탄방동로데오타운주변,대전광역시 서구 탄방동 746,53,36.34754986,127.3881287
읍내리 제3공영주차장(국제세탁소 옆),충청남도 청양군 청양읍 읍내리 204-9,35,36.45152269,126.804419
읍내리 제5공영주차장(리버사이드맨션 앞),충청남도 청양군 청양읍 읍내리 351-17,3,36.447639,126.804758
읍내리 제6공영주차장(하모니마트 옆),충청남도 청양군 청양읍 읍내리 221-2,36,36.452837,126.803663
칠갑산주차장,충청남도 청양군 대치면 대치리 6-2,123,36.436308,126.885545
장곡 제1주차장(칠갑산 맛집 앞),충청남도 청양군 대치면 장곡리 67-15,49,36.410076,126.852383
장곡 제2주차장(메인주차장),충청남도 청양군 대치면 장곡리 334-13,87,36.40948,126.8493498
장곡 제3주차장(아니골 주차장),충청남도 청양군 대치면 장곡리 80,159,36.408566,126.852817
정산시장주차장,충청남도 청양군 정산면 서정리 162,47,36.41059417,126.9480176
서정리쌈지주차장,충청남도 청양군 정산면 서정리 156-10,29,36.411419,126.950535
청양시장주차타워,충청남도 청양군 청양읍 읍내리 187-16,85,36.450752,126.800582
천장호 주차장,충청남도 청양군 정산면 천장리 112-4,128,36.414866,126.921688
송방리 복개주차장,충청남도 청양군 청양읍 송방리 169-7,230,36.4524096,126.8005029
읍내사거리(십자로->송방교),충청남도 청양군 청양읍 읍내리 188-1,25,36.451265,126.803229
읍내사거리(의료원사거리->연세연합의원),충청남도 청양군 청양읍 읍내리 227-3,28,36.452652,126.803175
읍내사거리(금석철물점->DM오거리),충청남도 청양군 청양읍 읍내리 320-2,27,36.44877305,126.8028291
읍내리 제7공영주차장(충청OA앞),충청남도 청양군 청양읍 읍내리246-12,22,36.45442885,126.8039267
읍내리 제8공영주차장(황해원 앞),충청남도 청양군 청양읍 읍내리167-2,26,36.45048888,126.8053645
의1동 지하,경기도 의정부시 의정부동 199-6,134,37.7415876,127.0482123
의1동 입체(구청사),경기도 의정부시 의정부동 190-16,67,37.74252812,127.0484422
의1동 둔치,경기도 의정부시 의정부동 30-38,244,37.73911584,127.0531269
중구구민회관 부설주차장,서울특별시 중구 을지로6가 18-14,71,37.568554,127.005908
영국대사관옆 공영주차장,서울특별시 중구 정동 5,13,37.566484,126.976121
삼풍상가 공영주차장,서울특별시 중구 인현동2가 56,98,37.565322,126.995969
한국은행뒤 공영주차장,서울특별시 중구 북창동 93-31,25,37.562301,126.979021
다동쉼터 공영주차장,서울특별시 중구 다동 46-1,7,37.567959,126.979861
중산,울산광역시 북구 중산동 1283,38,35.65351046,129.3503194
호계동 589-1,"울산광역시 북구 호계동 589-1,589,589-2",11,35.62560517,129.3600385
매곡동 595-1,"울산광역시 북구 매곡동 595-1,595-2,595-3",3,35.64365961,129.3559061
"연암동 442-1, 442-2","울산광역시 북구 연암동 442-1,442-2",57,35.58344191,129.3672573
호계동 748-1,울산광역시 북구 호계동 748-1,15,35.6256892,129.3541677
호계동 253-6,울산광역시 북구 호계동 253-6,10,35.6303142,129.3532411
강동산하임시1,울산광역시 북구 강동산하지구 37블록 1로트(산하동 1036-1),88,35.5825993,129.3612974
강동산하임시2,울산광역시 북구 강동산하지구 47블록 18로트(산하동 1021-7),14,35.5825993,129.3612974
호계동대 중앙로포켓주차장,울산광역시 북구 호계동대중앙로(GS 25시 편의점~Q마트),10,35.5825993,129.3612974
신명 해안도로 노상,울산광역시 북구 신명동 286-5,89,35.641716,129.4409895
매곡천 공영주차장,울산광역시 북구 신천동 745-35,103,35.637307,129.353348
매곡천 공영주차장,울산광역시 북구 신천동 745-118,87,35.6360397,129.3514277
청양시장 주차장,충청남도 청양군 청양읍 읍내리 324,181,36.448416,126.801343
읍내리 제1공영주차장(천강아파트 옆),충청남도 청양군 청양읍 읍내리 376-46,69,36.445597,126.802379
읍내리 제2공영주차장(한국전력공사 옆),충청남도 청양군 청양읍 읍내리 388-5,26,36.445354,128.5320849
해운센터앞 공영주차장,서울특별시 중구 소공동 59,9,37.563201,126.98067
뉴국제호텔앞 공영주차장,서울특별시 중구 태평로1가 29-5,19,37.56813,126.977995
이화여고앞 공영주차장,서울특별시 중구 순화동 1-139,13,37.565223,126.968475
국제화재빌딩옆 공영주차장,서울특별시 중구 남대문로5가 145,12,37.558302,126.975913
대림상가 공영주차장,서울특별시 중구 산림동 264-11,73,37.567707,126.99557
연세세브란스빌딩뒤 공영주차장,서울특별시 중구 남대문로5가 217,17,37.557527,126.974121
청소년회관뒤 공영주차장,서울특별시 중구 수표동 50-1,8,37.567387,126.989612
진양상가옆 공영주차장,서울특별시 중구 퇴계로 41길,103,37.56254,126.996126
한진면세점앞 공영주차장,서울특별시 중구 남대문로5가 533,18,37.556129,126.975289
남대문피혁상가남측 공영주차장,서울특별시 중구 봉래동1가 13-6,25,37.559194,126.973435
코오롱빌딩옆 공영주차장,서울특별시 중구 태평로1가 29-8,18,37.567932,126.97826
그린빌딩옆 공영주차장,서울특별시 중구 남대문로5가 267,33,37.556721,126.975945
한국관광공사옆 공영주차장,서울특별시 중구 다동 85-4,9,37.568194,126.981999
맑은내길 공영주차장,서울특별시 중구 신당동 217-123,17,37.569414,127.012269
남평화시장앞 공영주차장,서울특별시 중구  신당동 772,32,37.569157,127.010806
조선호텔앞 공영주차장,서울특별시 중구 소공동 86-5,12,37.563825,126.979837
서소문올리브타워옆 공영주차장,서울특별시 중구 서소문동 135-1,16,37.561632,126.97276
훈련원공원옆 공영주차장,서울특별시 중구 을지로6가 18-4,8,37.567669,127.005012
국립의료원옆 공영주차장,서울특별시 중구 을지로 43길,15,37.567106,127.006069
진양상가 인공도로 공영주차장,서울특별시 중구 인현동2가 192-56,55,37.563618,126.995559
충현 공영주차장,서울특별시 중구 신당2동 432-462,111,37.552153,127.005645
충현어린이공원 공영주차장,서울특별시 중구 신당2동 432-2483,24,37.552118,127.0053
초동 공영주차장,서울특별시 중구 초동 64-11,73,37.564184,126.992101
신당사거리 공영주차장,서울특별시 중구 신당5동 110-1,45,37.565173,127.01699
성곽 공영주차장,서울특별시 중구 다산동 432-2026,46,37.550508,127.004799
약수동 공영주차장,서울특별시 중구 약수동 349-234,90,37.552237,127.0133
문화 공영주차장,서울특별시 중구 다산동 425-1,31,37.556504,127.010985
필동 공영주차장,서울특별시 중구 필동3가 62-12,48,37.55653,126.99582
다산동 공영주차장,서울특별시 중구 다산동 432-1584,86,37.554284,127.008584
청구 공영주차장,서울특별시 중구 청구동 330-17,51,37.558923,127.013344
버티 공영주차장,서울특별시 중구 다산동 432-1693,92,37.549029,127.006254
서소문삼성생명뒤 공영주차장,서울특별시 중구 서소문동 122,51,37.561704,126.974241
신당역 공영주차장,서울특별시 중구 신당5동 140-29,26,37.565269,127.020745
장충 공영주차장,서울특별시 중구 장충동2가 193-39,106,37.559936,127.001294
손기정체육공원 공영주차장,서울특별시 중구 만리동2가 6-1,162,37.555509,126.964774
다동공원 제4 공영주차장,서울특별시 중구 다동 39-3,15,37.568192,126.980203
동산 공영주차장,서울특별시 중구 신당4동 333-260,83,37.556287,127.015938
남산동 공영주차장,서울특별시 중구 남산동2가 30-4,49,37.559175,126.985503
신당동 공영주차장,서울특별시 중구 신당동 300-11,24,37.562026,127.014296
새싹마을 공영주차장,서울특별시 중구 신당동 304-759,12,37.55956,127.012171
묵정공원지하 공영주차장,서울특별시 중구 충무로5가 21,502,37.563676,126.999787
다산아트 공영주차장,서울특별시 중구 신당동 432-1558,76,37.55157,127.004236
황학어린이공원 공영주차장,서울특별시 중구 황학동 755,113,37.567526,127.018123
모현공영주차장,전라북도 익산시 모현동1가 13-210,36,35.953888,126.949169
인화동 남부지구 주차장,전라북도 익산시 인화동1가 176,300,35.93047274,126.9478058
익산시 보건소 주차장,전라북도 익산시 신동 142-8,29,35.96098608,126.9664712
귀금속 판매센터 주차장,전라북도 익산시 영등동 836-1,94,35.9592174,126.975461
부송동 임시공영주차장,전라북도 익산시 부송동 1049-1,54,35.954577,126.993822
중앙주차장,광주광역시 동구 궁동 12-5,12,35.15097117,126.9191839
성인주차장,광주광역시 동구 금남로5가 172,36,35.1514353,126.9139725
예술의거리주차장,광주광역시 동구 대의동 16-3,20,35.14974446,126.9193824
학동주차장,광주광역시 동구 학동 98,17,35.14098284,126.9188073
태능주차장,광주광역시 동구 호남동 32-9,18,35.14832973,126.912176
전대병원로타리 공영주차장,광주광역시 동구 남동 117,10,35.1426099,126.9202893
동계천 공영주차장,광주광역시 동구 대인동 327-1,29,35.1557698,126.9150171
전남여고뒤 공영주차장,광주광역시 동구 장동 139,67,35.1514856,126.9189724
계림동홈플러스앞 공영주차장,광주광역시 동구 계림동 811,20,35.16300267,126.9155628
광고앞 공영주차장,광주광역시 동구 계림동 505-329,38,35.16261582,126.9192819
강산2 노상주차장,충청남도 논산시 강산동 688,17,36.19200403,127.0891342
호남동 공영주차장,광주광역시 동구 호남동 16,193,35.1480873,126.9114597
궁동 공영주차장,광주광역시 동구 궁동 15,36,35.1509667,126.9194163
대인시장 공영주차장 제1주차장,광주광역시 동구 제봉로 194번길 7-1,62,35.15414128,126.9166914
대인시장 공영주차장 제2주차장,광주광역시 동구 제봉로 194번길 10,62,35.15407676,126.9172446
전자의거리 공영주차장,광주광역시 동구 대인동 27-9,43,35.1534931,126.9140525
충장로상점가 공영주차장,광주광역시 동구 금남로 5가 124-1,38,35.1513886,126.912577
"숭의1,3동제2노외주차장",인천광역시 미추홀구 숭의동 139-3,10,37.46901756,126.6470082
"숭의1,3동제4노외주차장",인천광역시 미추홀구 숭의동 129-34,43,37.46547404,126.6479608
숭의2동제2노외주차장,인천광역시 미추홀구 숭의동 165-23,14,37.46300803,126.6464668
숭의2동제3노외주차장,인천광역시 미추홀구 숭의동 176-16,10,37.46446258,126.6496023
숭의2동제4노외주차장,인천광역시 미추홀구 숭의동 169-11,21,37.46207377,126.6449927
남구청사부설주차장,인천광역시 미추홀구 숭의동 131-1,207,37.46347626,126.6500003
숭의2동제7노외주차장,인천광역시 미추홀구 숭의동 131-52,159,37.46265113,126.6488512
숭의4동제1노외주차장,인천광역시 미추홀구 숭의동 248-226,16,37.459959,126.655186
